order_id,order_date,order_time,total_amount,tax,payment_method,order_type,order_status,day_type
O001358,2025-12-08,20:17,0.0,0.0,card,TAKEAWAY,Completed,weekday
O001359,2025-12-08,14:35,256.5,31.5,CASH,TAKEAWAY,Completed,weekday
O001360,2025-12-08,17:55,296.4,36.4,card,TAKEAWAY,Completed,weekday
O001361,2025-12-08,11:47,114.0,14.0,card,Dine in,Completed,weekday
O001362,2025-12-08,20:59,364.8,44.8,CASH,TAKEAWAY,Completed,weekday
O001363,2025-12-08,13:29,752.4,92.4,card,TAKEAWAY,Completed,weekday
O001364,2025-12-08,12:50,153.9,18.9,CASH,TAKEAWAY,Completed,weekday
O001365,2025-12-08,15:22,296.4,36.4,CASH,Dine in,Completed,weekday
O001366,2025-12-08,18:51,216.6,26.6,CASH,TAKEAWAY,Completed,weekday
O001367,2025-12-08,21:23,501.6,61.6,CASH,TAKEAWAY,Completed,weekday
O001368,2025-12-08,21:52,296.4,36.4,,Dine in,Completed,weekday
O001369,2025-12-08,17:30,148.2,18.2,CASH,Dine in,Completed,weekday
O001370,2025-12-08,19:34,592.8,72.8,CASH,TAKEAWAY,Completed,weekday
O001371,2025-12-08,18:22,68.4,8.4,,Dine in,Completed,weekday
O001372,2025-12-08,11:02,171.0,21.0,CASH,Dine in,Completed,weekday
O001373,2025-12-08,18:00,1482.0,182.0,CASH,TAKEAWAY,Completed,weekday
O001374,2025-12-08,19:09,102.6,12.6,CASH,TAKEAWAY,Completed,weekday
O001375,2025-12-08,22:00,210.9,25.9,card,TAKEAWAY,Completed,weekday
O001376,2025-12-08,15:02,210.9,25.9,,Dine in,Completed,weekday
O001377,2025-12-08,10:13,513.0,63.0,CASH,,Completed,weekday
O001378,2025-12-08,10:23,279.3,34.3,CASH,TAKEAWAY,Completed,weekday
O001379,2025-12-08,14:20,376.2,46.2,CASH,Dine in,Completed,weekday
O001380,2025-12-08,17:43,695.4,85.4,card,TAKEAWAY,Completed,weekday
O001381,2025-12-08,10:58,114.0,14.0,card,TAKEAWAY,Completed,weekday
O001382,2025-12-08,17:03,171.0,21.0,card,TAKEAWAY,Completed,weekday
O001383,2025-12-08,21:55,0.0,0.0,card,Dine in,Completed,weekday
O001384,2025-12-08,20:00,125.4,15.4,,TAKEAWAY,Completed,weekday
O001385,2025-12-08,19:47,228.0,28.0,,TAKEAWAY,Completed,weekday
O001386,2025-12-08,19:22,478.8,58.8,,TAKEAWAY,Completed,weekday
O001387,2025-12-08,14:08,79.8,9.8,CASH,TAKEAWAY,Completed,weekday
O001388,2025-12-08,22:12,125.4,15.4,CASH,Dine in,Completed,weekday
O001389,2025-12-08,12:35,136.8,16.8,card,Dine in,Completed,weekday
O001390,2025-12-08,11:01,296.4,36.4,CASH,Dine in,Completed,weekday
O001391,2025-12-08,16:12,159.6,19.6,CASH,Dine in,Completed,weekday
O001392,2025-12-08,15:09,216.6,26.6,card,TAKEAWAY,Completed,weekday
O001393,2025-12-08,18:53,421.8,51.8,,TAKEAWAY,Completed,weekday
O001394,2025-12-09,19:57,273.6,33.6,CASH,TAKEAWAY,Completed,weekday
O001395,2025-12-09,11:45,444.6,54.6,CASH,TAKEAWAY,Completed,weekday
O001396,2025-12-09,17:45,399.0,49.0,card,,Completed,weekday
O001397,2025-12-09,18:31,627.0,77.0,card,TAKEAWAY,Completed,weekday
O001398,2025-12-09,14:02,433.2,53.2,CASH,,Completed,weekday
O001399,2025-12-09,17:47,490.2,60.2,card,TAKEAWAY,Completed,weekday
O001400,2025-12-09,12:09,193.8,23.8,CASH,TAKEAWAY,Completed,weekday
O001401,2025-12-09,13:34,216.6,26.6,CASH,TAKEAWAY,Completed,weekday
O001402,2025-12-09,13:25,68.4,8.4,card,TAKEAWAY,Completed,weekday
O001403,2025-12-09,17:34,387.6,47.6,CASH,Dine in,Completed,weekday
O001404,2025-12-09,22:41,125.4,15.4,CASH,Dine in,Completed,weekday
O001405,2025-12-09,21:29,296.4,36.4,CASH,Dine in,Completed,weekday
O001406,2025-12-09,10:32,330.6,40.6,card,TAKEAWAY,Completed,weekday
O001407,2025-12-09,12:12,535.8,65.8,card,Dine in,Completed,weekday
O001408,2025-12-09,11:11,182.4,22.4,CASH,TAKEAWAY,Completed,weekday
O001409,2025-12-09,16:50,216.6,26.6,card,Dine in,Completed,weekday
O001410,2025-12-09,19:30,399.0,49.0,card,TAKEAWAY,Completed,weekday
O001411,2025-12-09,10:30,387.6,47.6,card,TAKEAWAY,Completed,weekday
O001412,2025-12-09,13:15,273.6,33.6,CASH,TAKEAWAY,Completed,weekday
O001413,2025-12-09,11:55,342.0,42.0,card,TAKEAWAY,Completed,weekday
O001414,2025-12-09,14:11,285.0,35.0,card,TAKEAWAY,Completed,weekday
O001415,2025-12-09,12:24,290.7,35.7,CASH,TAKEAWAY,Completed,weekday
O001416,2025-12-09,14:36,307.8,37.8,CASH,TAKEAWAY,Completed,weekday
O001417,2025-12-09,20:56,188.1,23.1,card,TAKEAWAY,Completed,weekday
O001418,2025-12-09,11:52,456.0,56.0,CASH,TAKEAWAY,Completed,weekday
O001419,2025-12-09,17:37,171.0,21.0,,Dine in,Completed,weekday
O001420,2025-12-09,16:22,114.0,14.0,card,Dine in,Completed,weekday
O001421,2025-12-09,13:00,96.9,11.9,card,Dine in,Completed,weekday
O001422,2025-12-09,12:43,513.0,63.0,CASH,TAKEAWAY,Completed,weekday
O001423,2025-12-09,10:24,547.2,67.2,CASH,Dine in,Completed,weekday
O001424,2025-12-09,14:43,148.2,18.2,card,TAKEAWAY,Completed,weekday
O001425,2025-12-09,11:09,307.8,37.8,card,Dine in,Completed,weekday
O001426,2025-12-09,14:31,250.8,30.8,CASH,Dine in,Completed,weekday
O001427,2025-12-09,10:28,205.2,25.2,card,Dine in,Completed,weekday
O001428,2025-12-09,12:33,68.4,8.4,CASH,TAKEAWAY,Completed,weekday
O001429,2025-12-09,12:11,239.4,29.4,CASH,TAKEAWAY,Completed,weekday
O001430,2025-12-09,16:33,444.6,54.6,CASH,TAKEAWAY,Completed,weekday
O001431,2025-12-09,13:33,250.8,30.8,card,Dine in,Completed,weekday
O001432,2025-12-09,20:40,239.4,29.4,CASH,TAKEAWAY,Completed,weekday
O001433,2025-12-10,22:40,364.8,44.8,card,TAKEAWAY,Completed,weekday
O001434,2025-12-10,21:18,68.4,8.4,CASH,TAKEAWAY,Completed,weekday
O001435,2025-12-10,17:22,404.7,49.7,card,TAKEAWAY,Completed,weekday
O001436,2025-12-10,17:00,330.6,40.6,card,Dine in,Completed,weekday
O001437,2025-12-10,19:33,114.0,14.0,CASH,Dine in,Completed,weekday
O001438,2025-12-10,21:15,228.0,28.0,CASH,TAKEAWAY,Completed,weekday
O001439,2025-12-10,17:26,364.8,44.8,,TAKEAWAY,Completed,weekday
O001440,2025-12-10,18:21,85.5,10.5,card,TAKEAWAY,Completed,weekday
O001441,2025-12-10,13:37,182.4,22.4,card,TAKEAWAY,Completed,weekday
O001442,2025-12-10,20:14,136.8,16.8,card,Dine in,Completed,weekday
O001443,2025-12-10,18:29,159.6,19.6,CASH,Dine in,Completed,weekday
O001444,2025-12-10,19:59,387.6,47.6,CASH,TAKEAWAY,Completed,weekday
O001445,2025-12-10,16:06,581.4,71.4,card,Dine in,Completed,weekday
O001446,2025-12-10,16:53,592.8,72.8,CASH,Dine in,Completed,weekday
O001447,2025-12-10,17:49,387.6,47.6,CASH,TAKEAWAY,Completed,weekday
O001448,2025-12-10,22:08,752.4,92.4,card,Dine in,Completed,weekday
O001449,2025-12-10,13:01,444.6,54.6,card,TAKEAWAY,Completed,weekday
O001450,2025-12-10,16:51,262.2,32.2,card,Dine in,Completed,weekday
O001451,2025-12-10,11:24,330.6,40.6,card,Dine in,Completed,weekday
O001452,2025-12-10,10:19,250.8,30.8,CASH,Dine in,Completed,weekday
O001453,2025-12-10,10:19,114.0,14.0,CASH,TAKEAWAY,Completed,weekday
O001454,2025-12-10,11:53,393.3,48.3,CASH,Dine in,Completed,weekday
O001455,2025-12-10,12:54,114.0,14.0,,Dine in,Completed,weekday
O001456,2025-12-10,17:59,444.6,54.6,card,,Completed,weekday
O001457,2025-12-10,12:38,399.0,49.0,card,Dine in,Completed,weekday
O001458,2025-12-10,19:03,182.4,22.4,card,TAKEAWAY,Completed,weekday
O001459,2025-12-10,10:09,319.2,39.2,CASH,,Completed,weekday
O001460,2025-12-10,15:28,159.6,19.6,card,Dine in,Completed,weekday
O001461,2025-12-10,15:31,148.2,18.2,CASH,TAKEAWAY,Completed,weekday
O001462,2025-12-10,16:32,433.2,53.2,card,,Completed,weekday
O001463,2025-12-10,12:16,296.4,36.4,CASH,Dine in,Completed,weekday
O001464,2025-12-10,16:27,273.6,33.6,,TAKEAWAY,Completed,weekday
O001465,2025-12-10,21:20,239.4,29.4,CASH,Dine in,Completed,weekday
O001466,2025-12-10,20:18,205.2,25.2,,TAKEAWAY,Completed,weekday
O001467,2025-12-10,11:34,319.2,39.2,CASH,TAKEAWAY,Completed,weekday
O001468,2025-12-10,15:08,387.6,47.6,CASH,TAKEAWAY,Completed,weekday
O001469,2025-12-10,21:55,285.0,35.0,card,Dine in,Completed,weekday
O001470,2025-12-10,19:43,353.4,43.4,card,Dine in,Completed,weekday
O001471,2025-12-10,14:50,296.4,36.4,card,TAKEAWAY,Completed,weekday
O001472,2025-12-10,22:56,68.4,8.4,card,TAKEAWAY,Completed,weekday
O001473,2025-12-11,22:37,501.6,61.6,,TAKEAWAY,Completed,Weekend
O001474,2025-12-11,21:31,570.0,70.0,CASH,Dine in,Completed,Weekend
O001475,2025-12-11,23:52,296.4,36.4,card,Dine in,Completed,Weekend
O001476,2025-12-11,20:23,444.6,54.6,CASH,TAKEAWAY,Completed,Weekend
O001477,2025-12-11,20:07,946.2,116.2,CASH,Dine in,Completed,Weekend
O001478,2025-12-11,21:49,256.5,31.5,CASH,Dine in,Completed,Weekend
O001479,2025-12-11,21:14,1140.0,140.0,CASH,Dine in,Completed,Weekend
O001480,2025-12-11,19:19,763.8,93.8,card,TAKEAWAY,Completed,Weekend
O001481,2025-12-11,22:37,604.2,74.2,CASH,TAKEAWAY,Completed,Weekend
O001482,2025-12-11,22:38,695.4,85.4,CASH,Dine in,Completed,Weekend
O001483,2025-12-11,18:55,547.2,67.2,CASH,Dine in,Completed,Weekend
O001484,2025-12-11,20:16,456.0,56.0,CASH,Dine in,Completed,Weekend
O001485,2025-12-11,20:30,467.4,57.4,CASH,TAKEAWAY,Completed,Weekend
O001486,2025-12-11,20:14,609.9,74.9,,Dine in,Completed,Weekend
O001487,2025-12-11,20:13,518.7,63.7,CASH,Dine in,Completed,Weekend
O001488,2025-12-11,23:15,706.8,86.8,CASH,Dine in,Completed,Weekend
O001489,2025-12-11,22:32,347.7,42.7,card,TAKEAWAY,Completed,Weekend
O001490,2025-12-11,18:07,1026.0,126.0,CASH,TAKEAWAY,Completed,Weekend
O001491,2025-12-11,20:00,638.4,78.4,,TAKEAWAY,Completed,Weekend
O001492,2025-12-11,22:42,1174.2,144.2,CASH,TAKEAWAY,Completed,Weekend
O001493,2025-12-11,21:25,570.0,70.0,CASH,Dine in,Completed,Weekend
O001494,2025-12-11,20:43,490.2,60.2,CASH,TAKEAWAY,Completed,Weekend
O001495,2025-12-11,22:51,1003.2,123.2,CASH,,Completed,Weekend
O001496,2025-12-11,21:41,1003.2,123.2,CASH,Dine in,Completed,Weekend
O001497,2025-12-11,21:47,524.4,64.4,,TAKEAWAY,Completed,Weekend
O001498,2025-12-11,20:40,501.6,61.6,card,TAKEAWAY,Completed,Weekend
O001499,2025-12-11,20:43,672.6,82.6,card,Dine in,Completed,Weekend
O001500,2025-12-11,18:16,1008.9,123.9,CASH,TAKEAWAY,Completed,Weekend
O001501,2025-12-11,18:26,513.0,63.0,card,TAKEAWAY,Completed,Weekend
O001502,2025-12-11,18:30,940.5,115.5,CASH,Dine in,Completed,Weekend
O001503,2025-12-11,22:03,558.6,68.6,card,Dine in,Completed,Weekend
O001504,2025-12-11,18:03,1185.6,145.6,card,Dine in,Completed,Weekend
O001505,2025-12-11,20:53,1054.5,129.5,card,Dine in,Completed,Weekend
O001506,2025-12-11,21:36,1094.4,134.4,,,Completed,Weekend
O001507,2025-12-11,20:02,1003.2,123.2,,Dine in,Completed,Weekend
O001508,2025-12-11,22:16,199.5,24.5,card,Dine in,Completed,Weekend
O001509,2025-12-11,20:15,1111.5,136.5,card,TAKEAWAY,Completed,Weekend
O001510,2025-12-11,23:44,1191.3,146.3,card,Dine in,Completed,Weekend
O001511,2025-12-11,22:35,342.0,42.0,CASH,,Completed,Weekend
O001512,2025-12-11,19:17,815.1,100.1,CASH,TAKEAWAY,Completed,Weekend
O001513,2025-12-11,20:08,1014.6,124.6,CASH,TAKEAWAY,Completed,Weekend
O001514,2025-12-11,20:56,923.4,113.4,card,TAKEAWAY,Completed,Weekend
O001515,2025-12-11,22:55,524.4,64.4,CASH,TAKEAWAY,Completed,Weekend
O001516,2025-12-11,19:40,245.1,30.1,CASH,TAKEAWAY,Completed,Weekend
O001517,2025-12-11,23:48,387.6,47.6,card,TAKEAWAY,Completed,Weekend
O001518,2025-12-11,18:20,627.0,77.0,card,,Completed,Weekend
O001519,2025-12-11,22:40,570.0,70.0,,TAKEAWAY,Completed,Weekend
O001520,2025-12-11,19:28,558.6,68.6,card,TAKEAWAY,Completed,Weekend
O001521,2025-12-11,20:44,575.7,70.7,card,Dine in,Completed,Weekend
O001522,2025-12-11,21:57,1014.6,124.6,card,TAKEAWAY,Completed,Weekend
O001523,2025-12-11,19:01,558.6,68.6,card,Dine in,Completed,Weekend
O001524,2025-12-11,23:09,450.3,55.3,CASH,Dine in,Completed,Weekend
O001525,2025-12-11,20:03,758.1,93.1,card,Dine in,Completed,Weekend
O001526,2025-12-11,20:54,473.1,58.1,card,Dine in,Completed,Weekend
O001527,2025-12-11,18:23,319.2,39.2,CASH,Dine in,Completed,Weekend
O001528,2025-12-11,18:48,570.0,70.0,CASH,TAKEAWAY,Completed,Weekend
O001529,2025-12-11,21:33,763.8,93.8,,Dine in,Completed,Weekend
O001530,2025-12-11,22:13,478.8,58.8,card,Dine in,Completed,Weekend
O001531,2025-12-11,19:48,832.2,102.2,CASH,Dine in,Completed,Weekend
O001532,2025-12-11,21:23,792.3,97.3,CASH,,Completed,Weekend
O001533,2025-12-11,19:55,535.8,65.8,card,Dine in,Completed,Weekend
O001534,2025-12-11,22:53,900.6,110.6,CASH,Dine in,Completed,Weekend
O001535,2025-12-11,19:39,638.4,78.4,CASH,Dine in,Completed,Weekend
O001536,2025-12-11,23:08,741.0,91.0,CASH,Dine in,Completed,Weekend
O001537,2025-12-11,19:38,900.6,110.6,card,,Completed,Weekend
O001538,2025-12-11,22:03,513.0,63.0,card,TAKEAWAY,Completed,Weekend
O001539,2025-12-11,19:32,661.2,81.2,card,Dine in,Completed,Weekend
O001540,2025-12-11,20:05,1094.4,134.4,CASH,Dine in,Completed,Weekend
O001541,2025-12-11,18:07,564.3,69.3,CASH,TAKEAWAY,Completed,Weekend
O001542,2025-12-11,19:59,307.8,37.8,card,TAKEAWAY,Completed,Weekend
O001543,2025-12-11,19:00,513.0,63.0,card,TAKEAWAY,Completed,Weekend
O001544,2025-12-11,21:15,718.2,88.2,card,TAKEAWAY,Completed,Weekend
O001545,2025-12-11,23:25,467.4,57.4,CASH,TAKEAWAY,Completed,Weekend
O001546,2025-12-11,20:38,991.8,121.8,card,Dine in,Completed,Weekend
O001547,2025-12-11,21:26,1060.2,130.2,CASH,Dine in,Completed,Weekend
O001548,2025-12-11,20:32,495.9,60.9,card,Dine in,Completed,Weekend
O001549,2025-12-11,23:01,775.2,95.2,card,Dine in,Completed,Weekend
O001550,2025-12-11,22:15,501.6,61.6,card,TAKEAWAY,Completed,Weekend
O001551,2025-12-11,18:52,912.0,112.0,card,Dine in,Completed,Weekend
O001552,2025-12-11,19:35,444.6,54.6,CASH,TAKEAWAY,Completed,Weekend
O001553,2025-12-11,20:23,934.8,114.8,card,Dine in,Completed,Weekend
O001554,2025-12-11,20:20,1345.2,165.2,CASH,TAKEAWAY,Completed,Weekend
O001555,2025-12-11,23:15,438.9,53.9,CASH,Dine in,Completed,Weekend
O001556,2025-12-11,23:12,661.2,81.2,,Dine in,Completed,Weekend
O001557,2025-12-11,19:24,649.8,79.8,CASH,TAKEAWAY,Completed,Weekend
O001558,2025-12-11,23:51,798.0,98.0,card,Dine in,Completed,Weekend
O001559,2025-12-11,23:53,843.6,103.6,,Dine in,Completed,Weekend
O001560,2025-12-11,21:18,615.6,75.6,CASH,Dine in,Completed,Weekend
O001561,2025-12-11,23:46,467.4,57.4,CASH,,Completed,Weekend
O001562,2025-12-11,23:22,706.8,86.8,CASH,Dine in,Completed,Weekend
O001563,2025-12-11,23:46,410.4,50.4,card,Dine in,Completed,Weekend
O001564,2025-12-11,20:19,712.5,87.5,card,Dine in,Completed,Weekend
O001565,2025-12-11,18:26,775.2,95.2,CASH,Dine in,Completed,Weekend
O001566,2025-12-11,21:40,1043.1,128.1,CASH,TAKEAWAY,Completed,Weekend
O001567,2025-12-11,21:04,706.8,86.8,CASH,TAKEAWAY,Completed,Weekend
O001568,2025-12-11,18:58,741.0,91.0,CASH,Dine in,Completed,Weekend
O001569,2025-12-11,22:29,718.2,88.2,CASH,Dine in,Completed,Weekend
O001570,2025-12-11,18:41,319.2,39.2,CASH,Dine in,Completed,Weekend
O001571,2025-12-11,20:26,974.7,119.7,CASH,Dine in,Completed,Weekend
O001572,2025-12-11,19:20,273.6,33.6,CASH,Dine in,Completed,Weekend
O001573,2025-12-11,22:16,501.6,61.6,CASH,Dine in,Completed,Weekend
O001574,2025-12-12,18:04,148.2,18.2,CASH,Dine in,Completed,Weekend
O001575,2025-12-12,18:52,1385.1,170.1,CASH,Dine in,Completed,Weekend
O001576,2025-12-12,19:13,666.9,81.9,card,,Completed,Weekend
O001577,2025-12-12,20:27,182.4,22.4,card,Dine in,Completed,Weekend
O001578,2025-12-12,20:33,1140.0,140.0,card,Dine in,Completed,Weekend
O001579,2025-12-12,22:05,775.2,95.2,card,,Completed,Weekend
O001580,2025-12-12,22:39,547.2,67.2,CASH,Dine in,Completed,Weekend
O001581,2025-12-12,20:32,615.6,75.6,card,TAKEAWAY,Completed,Weekend
O001582,2025-12-12,23:19,438.9,53.9,CASH,Dine in,Completed,Weekend
O001583,2025-12-12,21:00,410.4,50.4,CASH,Dine in,Completed,Weekend
O001584,2025-12-12,19:14,649.8,79.8,card,TAKEAWAY,Completed,Weekend
O001585,2025-12-12,23:38,849.3,104.3,card,Dine in,Completed,Weekend
O001586,2025-12-12,20:35,467.4,57.4,card,Dine in,Completed,Weekend
O001587,2025-12-12,18:30,581.4,71.4,CASH,TAKEAWAY,Completed,Weekend
O001588,2025-12-12,22:19,501.6,61.6,card,,Completed,Weekend
O001589,2025-12-12,19:32,1892.4,232.4,,Dine in,Completed,Weekend
O001590,2025-12-12,18:13,393.3,48.3,CASH,TAKEAWAY,Completed,Weekend
O001591,2025-12-12,20:59,706.8,86.8,CASH,Dine in,Completed,Weekend
O001592,2025-12-12,23:29,957.6,117.6,card,Dine in,Completed,Weekend
O001593,2025-12-12,20:52,330.6,40.6,card,Dine in,Completed,Weekend
O001594,2025-12-12,22:20,672.6,82.6,card,TAKEAWAY,Completed,Weekend
O001595,2025-12-12,20:38,672.6,82.6,CASH,Dine in,Completed,Weekend
O001596,2025-12-12,19:06,433.2,53.2,CASH,TAKEAWAY,Completed,Weekend
O001597,2025-12-12,23:38,421.8,51.8,,TAKEAWAY,Completed,Weekend
O001598,2025-12-12,20:24,609.9,74.9,card,Dine in,Completed,Weekend
O001599,2025-12-12,19:38,798.0,98.0,card,TAKEAWAY,Completed,Weekend
O001600,2025-12-12,22:33,883.5,108.5,card,Dine in,Completed,Weekend
O001601,2025-12-12,19:57,376.2,46.2,card,TAKEAWAY,Completed,Weekend
O001602,2025-12-12,20:50,416.1,51.1,card,Dine in,Completed,Weekend
O001603,2025-12-12,18:53,638.4,78.4,,Dine in,Completed,Weekend
O001604,2025-12-12,18:16,741.0,91.0,,,Completed,Weekend
O001605,2025-12-12,23:43,535.8,65.8,card,Dine in,Completed,Weekend
O001606,2025-12-12,19:50,307.8,37.8,CASH,TAKEAWAY,Completed,Weekend
O001607,2025-12-12,20:26,820.8,100.8,card,TAKEAWAY,Completed,Weekend
O001608,2025-12-12,21:33,746.7,91.7,card,TAKEAWAY,Completed,Weekend
O001609,2025-12-12,22:13,592.8,72.8,card,,Completed,Weekend
O001610,2025-12-12,22:39,353.4,43.4,CASH,TAKEAWAY,Completed,Weekend
O001611,2025-12-12,18:46,649.8,79.8,,TAKEAWAY,Completed,Weekend
O001612,2025-12-12,18:52,672.6,82.6,CASH,TAKEAWAY,Completed,Weekend
O001613,2025-12-12,19:01,541.5,66.5,CASH,,Completed,Weekend
O001614,2025-12-12,21:52,490.2,60.2,card,TAKEAWAY,Completed,Weekend
O001615,2025-12-12,19:39,547.2,67.2,,TAKEAWAY,Completed,Weekend
O001616,2025-12-12,19:22,484.5,59.5,CASH,Dine in,Completed,Weekend
O001617,2025-12-12,19:21,672.6,82.6,card,TAKEAWAY,Completed,Weekend
O001618,2025-12-12,19:43,889.2,109.2,card,TAKEAWAY,Completed,Weekend
O001619,2025-12-12,20:06,581.4,71.4,card,TAKEAWAY,Completed,Weekend
O001620,2025-12-12,21:38,501.6,61.6,CASH,Dine in,Completed,Weekend
O001621,2025-12-12,18:58,478.8,58.8,CASH,Dine in,Completed,Weekend
O001622,2025-12-12,19:02,957.6,117.6,card,TAKEAWAY,Completed,Weekend
O001623,2025-12-12,20:22,934.8,114.8,card,Dine in,Completed,Weekend
O001624,2025-12-12,19:13,706.8,86.8,,TAKEAWAY,Completed,Weekend
O001625,2025-12-12,20:23,706.8,86.8,CASH,Dine in,Completed,Weekend
O001626,2025-12-12,19:24,758.1,93.1,,TAKEAWAY,Completed,Weekend
O001627,2025-12-12,19:36,991.8,121.8,CASH,Dine in,Completed,Weekend
O001628,2025-12-12,21:14,780.9,95.9,,Dine in,Completed,Weekend
O001629,2025-12-12,22:29,581.4,71.4,card,Dine in,Completed,Weekend
O001630,2025-12-12,20:27,803.7,98.7,,Dine in,Completed,Weekend
O001631,2025-12-12,19:08,644.1,79.1,CASH,Dine in,Completed,Weekend
O001632,2025-12-12,20:22,1687.2,207.2,card,Dine in,Completed,Weekend
O001633,2025-12-12,19:03,672.6,82.6,,Dine in,Completed,Weekend
O001634,2025-12-12,18:25,547.2,67.2,card,Dine in,Completed,Weekend
O001635,2025-12-12,20:46,1003.2,123.2,card,Dine in,Completed,Weekend
O001636,2025-12-12,21:14,558.6,68.6,,TAKEAWAY,Completed,Weekend
O001637,2025-12-12,21:17,877.8,107.8,card,Dine in,Completed,Weekend
O001638,2025-12-12,21:14,302.1,37.1,card,TAKEAWAY,Completed,Weekend
O001639,2025-12-12,21:24,535.8,65.8,card,Dine in,Completed,Weekend
O001640,2025-12-12,20:17,763.8,93.8,card,TAKEAWAY,Completed,Weekend
O001641,2025-12-12,18:38,570.0,70.0,CASH,Dine in,Completed,Weekend
O001642,2025-12-12,19:40,752.4,92.4,card,TAKEAWAY,Completed,Weekend
O001643,2025-12-12,21:30,359.1,44.1,card,TAKEAWAY,Completed,Weekend
O001644,2025-12-12,21:04,233.7,28.7,card,TAKEAWAY,Completed,Weekend
O001645,2025-12-12,18:14,969.0,119.0,CASH,Dine in,Completed,Weekend
O001646,2025-12-12,22:39,649.8,79.8,CASH,Dine in,Completed,Weekend
O001647,2025-12-12,18:17,752.4,92.4,CASH,TAKEAWAY,Completed,Weekend
O001648,2025-12-12,20:23,723.9,88.9,card,TAKEAWAY,Completed,Weekend
O001649,2025-12-12,18:51,832.2,102.2,card,TAKEAWAY,Completed,Weekend
O001650,2025-12-12,23:43,1949.4,239.4,card,Dine in,Completed,Weekend
O001651,2025-12-12,19:55,364.8,44.8,CASH,,Completed,Weekend
O001652,2025-12-12,19:50,1054.5,129.5,CASH,Dine in,Completed,Weekend
O001653,2025-12-12,20:55,974.7,119.7,card,TAKEAWAY,Completed,Weekend
O001654,2025-12-12,23:15,912.0,112.0,card,Dine in,Completed,Weekend
O001655,2025-12-12,20:16,581.4,71.4,card,TAKEAWAY,Completed,Weekend
O001656,2025-12-12,20:00,798.0,98.0,card,TAKEAWAY,Completed,Weekend
O001657,2025-12-12,20:17,752.4,92.4,CASH,Dine in,Completed,Weekend
O001658,2025-12-12,22:44,1003.2,123.2,card,,Completed,Weekend
O001659,2025-12-12,20:44,735.3,90.3,CASH,Dine in,Completed,Weekend
O001660,2025-12-12,23:38,729.6,89.6,card,TAKEAWAY,Completed,Weekend
O001661,2025-12-12,20:25,262.2,32.2,CASH,TAKEAWAY,Completed,Weekend
O001662,2025-12-12,22:29,427.5,52.5,CASH,TAKEAWAY,Completed,Weekend
O001663,2025-12-12,23:44,706.8,86.8,card,,Completed,Weekend
O001664,2025-12-12,19:47,661.2,81.2,CASH,TAKEAWAY,Completed,Weekend
O001665,2025-12-12,21:21,627.0,77.0,CASH,Dine in,Completed,Weekend
O001666,2025-12-12,20:42,689.7,84.7,card,Dine in,Completed,Weekend
O001667,2025-12-12,18:30,672.6,82.6,CASH,Dine in,Completed,Weekend
O001668,2025-12-12,21:50,649.8,79.8,card,Dine in,Completed,Weekend
O001669,2025-12-12,20:29,1476.3,181.3,CASH,TAKEAWAY,Completed,Weekend
O001670,2025-12-12,21:16,666.9,81.9,CASH,Dine in,Completed,Weekend
O001671,2025-12-12,20:19,980.4,120.4,CASH,TAKEAWAY,Completed,Weekend
O001672,2025-12-12,20:27,501.6,61.6,card,TAKEAWAY,Completed,Weekend
O001673,2025-12-12,19:18,541.5,66.5,card,TAKEAWAY,Completed,Weekend
O001674,2025-12-12,21:22,427.5,52.5,card,,Completed,Weekend
O001675,2025-12-12,20:14,752.4,92.4,CASH,Dine in,Completed,Weekend
O001676,2025-12-12,22:56,399.0,49.0,card,Dine in,Completed,Weekend
O001677,2025-12-12,19:04,775.2,95.2,card,Dine in,Completed,Weekend
O001678,2025-12-12,20:07,695.4,85.4,CASH,TAKEAWAY,Completed,Weekend
O001679,2025-12-12,20:14,250.8,30.8,card,TAKEAWAY,Completed,Weekend
O001680,2025-12-12,18:00,433.2,53.2,card,Dine in,Completed,Weekend
O001681,2025-12-12,22:01,946.2,116.2,card,,Completed,Weekend
O001682,2025-12-12,21:33,1117.2,137.2,card,Dine in,Completed,Weekend
O001683,2025-12-12,20:10,592.8,72.8,card,Dine in,Completed,Weekend
O001684,2025-12-12,20:44,1071.6,131.6,CASH,TAKEAWAY,Completed,Weekend
O001685,2025-12-12,23:22,433.2,53.2,CASH,Dine in,Completed,Weekend
O001686,2025-12-12,19:48,547.2,67.2,card,TAKEAWAY,Completed,Weekend
O001687,2025-12-13,20:01,1003.2,123.2,CASH,,Completed,Weekend
O001688,2025-12-13,19:50,581.4,71.4,CASH,,Completed,Weekend
O001689,2025-12-13,22:44,1117.2,137.2,CASH,Dine in,Completed,Weekend
O001690,2025-12-13,22:25,684.0,84.0,card,,Completed,Weekend
O001691,2025-12-13,18:44,860.7,105.7,card,TAKEAWAY,Completed,Weekend
O001692,2025-12-13,22:16,1083.0,133.0,,Dine in,Completed,Weekend
O001693,2025-12-13,18:43,917.7,112.7,CASH,TAKEAWAY,Completed,Weekend
O001694,2025-12-13,21:33,741.0,91.0,card,Dine in,Completed,Weekend
O001695,2025-12-13,19:26,570.0,70.0,card,TAKEAWAY,Completed,Weekend
O001696,2025-12-13,22:43,364.8,44.8,card,TAKEAWAY,Completed,Weekend
O001697,2025-12-13,21:35,615.6,75.6,CASH,,Completed,Weekend
